"state","week","deathsum","committee","individual"
"651","AR",2019-06-18,NA,47000,NA
"652","AR",2019-06-25,NA,123000,NA
"653","AR",2019-07-02,NA,47500,NA
"654","AR",2019-07-09,NA,5000,NA
"655","AR",2019-07-16,NA,14250,NA
"656","AR",2019-07-23,NA,35000,NA
"657","AR",2019-07-30,NA,18000,NA
"658","AR",2019-08-06,NA,16510,NA
"659","AR",2019-08-13,NA,23350,NA
"660","AR",2019-08-20,NA,13600,NA
"661","AR",2019-08-27,NA,27000,NA
"662","AR",2019-09-03,NA,51500,NA
"663","AR",2019-09-10,NA,48500,NA
"664","AR",2019-09-17,NA,73325,NA
"665","AR",2019-09-24,NA,125350,NA
"666","AR",2019-10-01,NA,84505,NA
"667","AR",2019-10-08,NA,21000,NA
"668","AR",2019-10-15,NA,25500,NA
"669","AR",2019-10-22,NA,43000,NA
"670","AR",2019-10-29,NA,58300,NA
"671","AR",2019-11-05,NA,45000,NA
"672","AR",2019-11-12,NA,35500,NA
"673","AR",2019-11-19,NA,38000,NA
"674","AR",2019-11-26,NA,41600,NA
"675","AR",2019-12-03,NA,21000,NA
"676","AR",2019-12-10,NA,68000,NA
"677","AR",2019-12-17,NA,66500,NA
"678","AR",2019-12-24,NA,29500,NA
"679","AR",2019-12-31,NA,19650,NA
"680","AR",2020-01-07,NA,12500,NA
"681","AR",2020-01-14,NA,23000,NA
"682","AR",2020-01-21,NA,21500,NA
"683","AR",2020-01-28,NA,48500,NA
"684","AR",2020-02-04,NA,59000,NA
"685","AR",2020-02-11,NA,45500,NA
"686","AR",2020-02-18,NA,77000,NA
"687","AR",2020-02-25,NA,143000,NA
"688","AR",2020-03-03,NA,121000,89839
"689","AZ",2019-01-08,NA,12000,NA
"690","AZ",2019-01-15,NA,17000,NA
"691","AZ",2019-01-22,NA,17500,NA
"692","AZ",2019-01-29,NA,63700,NA
"693","AZ",2019-02-05,NA,89438,NA
"694","AZ",2019-02-12,NA,45050,NA
"695","AZ",2019-02-19,NA,62000,NA
"696","AZ",2019-02-26,NA,117000,NA
"697","AZ",2019-03-05,NA,108100,NA
"698","AZ",2019-03-12,NA,131644,NA
"699","AZ",2019-03-19,NA,158000,NA
"700","AZ",2019-03-26,NA,235300,NA
"701","AZ",2019-04-02,NA,334164,NA
"702","AZ",2019-04-09,NA,47500,NA
"703","AZ",2019-04-16,NA,45891,NA
"704","AZ",2019-04-23,NA,40000,NA
"705","AZ",2019-04-30,NA,65000,NA
"706","AZ",2019-05-07,NA,76500,NA
"707","AZ",2019-05-14,NA,83728,NA
"708","AZ",2019-05-21,NA,58151,NA
"709","AZ",2019-05-28,NA,94750,NA
"710","AZ",2019-06-04,NA,91098,NA
"711","AZ",2019-06-11,NA,144750,NA
"712","AZ",2019-06-18,NA,150000,NA
"713","AZ",2019-06-25,NA,242320,NA
"714","AZ",2019-07-02,NA,227507,NA
"715","AZ",2019-07-09,NA,4000,NA
"716","AZ",2019-07-16,NA,42000,NA
"717","AZ",2019-07-23,NA,48050,NA
"718","AZ",2019-07-30,NA,68250,NA
"719","AZ",2019-08-06,NA,50200,NA
"720","AZ",2019-08-13,NA,32500,NA
"721","AZ",2019-08-20,NA,25110,NA
"722","AZ",2019-08-27,NA,29514,NA
"723","AZ",2019-09-03,NA,25500,NA
"724","AZ",2019-09-10,NA,88843,NA
"725","AZ",2019-09-17,NA,103503,NA
"726","AZ",2019-09-24,NA,197350,NA
"727","AZ",2019-10-01,NA,197950,NA
"728","AZ",2019-10-08,NA,17131,NA
"729","AZ",2019-10-15,NA,41800,NA
"730","AZ",2019-10-22,NA,88130,NA
"731","AZ",2019-10-29,NA,111848,NA
"732","AZ",2019-11-05,NA,53025,NA
"733","AZ",2019-11-12,NA,72930,NA
"734","AZ",2019-11-19,NA,128150,NA
"735","AZ",2019-11-26,NA,135514,NA
"736","AZ",2019-12-03,NA,57575,NA
"737","AZ",2019-12-10,NA,101034,NA
"738","AZ",2019-12-17,NA,222753,NA
"739","AZ",2019-12-24,NA,206841,NA
"740","AZ",2019-12-31,NA,86960,NA
"741","AZ",2020-01-07,NA,7605,NA
"742","AZ",2020-01-14,NA,15180,NA
"743","AZ",2020-01-21,NA,33053,NA
"744","AZ",2020-01-28,NA,94674,NA
"745","AZ",2020-02-04,NA,64901,NA
"746","AZ",2020-02-11,NA,76525,NA
"747","AZ",2020-02-18,NA,68375,NA
"748","AZ",2020-02-25,NA,116560,NA
"749","AZ",2020-03-03,NA,138550,237619
"750","CA",2019-01-01,NA,1444,NA
"751","CA",2019-01-08,NA,45200,NA
"752","CA",2019-01-15,NA,190303,NA
"753","CA",2019-01-22,NA,81031,NA
"754","CA",2019-01-29,NA,175838,NA
"755","CA",2019-02-05,NA,266237,NA
"756","CA",2019-02-12,NA,210500,NA
"757","CA",2019-02-19,NA,189420,NA
"758","CA",2019-02-26,NA,386310,NA
"759","CA",2019-03-05,NA,627321,NA
"760","CA",2019-03-12,NA,410073,NA
"761","CA",2019-03-19,NA,559263,NA
"762","CA",2019-03-26,NA,796732,NA
"763","CA",2019-04-02,NA,1834597,NA
"764","CA",2019-04-09,NA,221718,NA
"765","CA",2019-04-16,NA,340120,NA
"766","CA",2019-04-23,NA,220458,NA
"767","CA",2019-04-30,NA,293828,NA
"768","CA",2019-05-07,NA,274085,NA
"769","CA",2019-05-14,NA,369033,NA
"770","CA",2019-05-21,NA,389680,NA
"771","CA",2019-05-28,NA,330421,NA
"772","CA",2019-06-04,NA,329569,NA
"773","CA",2019-06-11,NA,468078,NA
"774","CA",2019-06-18,NA,916884,NA
"775","CA",2019-06-25,NA,1043057,NA
"776","CA",2019-07-02,NA,833003,NA
"777","CA",2019-07-09,NA,173818,NA
"778","CA",2019-07-16,NA,303844,NA
"779","CA",2019-07-23,NA,491186,NA
"780","CA",2019-07-30,NA,650221,NA
"781","CA",2019-08-06,NA,222190,NA
"782","CA",2019-08-13,NA,264604,NA
"783","CA",2019-08-20,NA,112761,NA
"784","CA",2019-08-27,NA,207327,NA
"785","CA",2019-09-03,NA,133516,NA
"786","CA",2019-09-10,NA,367765,NA
"787","CA",2019-09-17,NA,489226,NA
"788","CA",2019-09-24,NA,768976,NA
"789","CA",2019-10-01,NA,784784,NA
"790","CA",2019-10-08,NA,157630,NA
"791","CA",2019-10-15,NA,250194,NA
"792","CA",2019-10-22,NA,289402,NA
"793","CA",2019-10-29,NA,294510,NA
"794","CA",2019-11-05,NA,321871,NA
"795","CA",2019-11-12,NA,328161,NA
"796","CA",2019-11-19,NA,429629,NA
"797","CA",2019-11-26,NA,588737,NA
"798","CA",2019-12-03,NA,253498,NA
"799","CA",2019-12-10,NA,436968,NA
"800","CA",2019-12-17,NA,734992,NA
"801","CA",2019-12-24,NA,608443,NA
"802","CA",2019-12-31,NA,182948,NA
"803","CA",2020-01-07,NA,227463,NA
"804","CA",2020-01-14,NA,463345,NA
"805","CA",2020-01-21,NA,710263,NA
"806","CA",2020-01-28,NA,1436768,NA
"807","CA",2020-02-04,NA,1887097,NA
"808","CA",2020-02-11,NA,1317905,NA
"809","CA",2020-02-18,NA,819705,NA
"810","CA",2020-02-25,NA,2433579,NA
"811","CA",2020-03-03,NA,2099743,2729473
"812","CO",2019-01-08,NA,43100,NA
"813","CO",2019-01-15,NA,44500,NA
"814","CO",2019-01-22,NA,87047,NA
"815","CO",2019-01-29,NA,62000,NA
"816","CO",2019-02-05,NA,14059,NA
"817","CO",2019-02-12,NA,81600,NA
"818","CO",2019-02-19,NA,72000,NA
"819","CO",2019-02-26,NA,142014,NA
"820","CO",2019-03-05,NA,48993,NA
"821","CO",2019-03-12,NA,99500,NA
"822","CO",2019-03-19,NA,138500,NA
"823","CO",2019-03-26,NA,149216,NA
"824","CO",2019-04-02,NA,275659,NA
"825","CO",2019-04-09,NA,29500,NA
"826","CO",2019-04-16,NA,55000,NA
"827","CO",2019-04-23,NA,78000,NA
"828","CO",2019-04-30,NA,81000,NA
"829","CO",2019-05-07,NA,68000,NA
"830","CO",2019-05-14,NA,41500,NA
"831","CO",2019-05-21,NA,49617,NA
"832","CO",2019-05-28,NA,40750,NA
"833","CO",2019-06-04,NA,92000,NA
"834","CO",2019-06-11,NA,95947,NA
"835","CO",2019-06-18,NA,124150,NA
"836","CO",2019-06-25,NA,217300,NA
"837","CO",2019-07-02,NA,153450,NA
"838","CO",2019-07-09,NA,12500,NA
"839","CO",2019-07-16,NA,21500,NA
"840","CO",2019-07-23,NA,49153,NA
"841","CO",2019-07-30,NA,84750,NA
"842","CO",2019-08-06,NA,57000,NA
"843","CO",2019-08-13,NA,40800,NA
"844","CO",2019-08-20,NA,40050,NA
"845","CO",2019-08-27,NA,57100,NA
"846","CO",2019-09-03,NA,31500,NA
"847","CO",2019-09-10,NA,92500,NA
"848","CO",2019-09-17,NA,84016,NA
"849","CO",2019-09-24,NA,164650,NA
"850","CO",2019-10-01,NA,236652,NA
"851","CO",2019-10-08,NA,34250,NA
"852","CO",2019-10-15,NA,69500,NA
"853","CO",2019-10-22,NA,39500,NA
"854","CO",2019-10-29,NA,54850,NA
"855","CO",2019-11-05,NA,39000,NA
"856","CO",2019-11-12,NA,32557,NA
"857","CO",2019-11-19,NA,69050,NA
"858","CO",2019-11-26,NA,65120,NA
"859","CO",2019-12-03,NA,35000,NA
"860","CO",2019-12-10,NA,64000,NA
"861","CO",2019-12-17,NA,109525,NA
"862","CO",2019-12-24,NA,103085,NA
"863","CO",2019-12-31,NA,24025,NA
"864","CO",2020-01-07,NA,23243,NA
"865","CO",2020-01-14,NA,28580,NA
"866","CO",2020-01-21,NA,23600,NA
"867","CO",2020-01-28,NA,68805,NA
"868","CO",2020-02-04,NA,69926,NA
"869","CO",2020-02-11,NA,260382,NA
"870","CO",2020-02-18,NA,196387,NA
"871","CO",2020-02-25,NA,473951,NA
"872","CO",2020-03-03,NA,200021,300504
"873","CT",2019-01-01,NA,1000,NA
"874","CT",2019-01-08,NA,10000,NA
"875","CT",2019-01-15,NA,11427,NA
"876","CT",2019-01-22,NA,1500,NA
"877","CT",2019-01-29,NA,21500,NA
"878","CT",2019-02-05,NA,17000,NA
"879","CT",2019-02-12,NA,23750,NA
"880","CT",2019-02-19,NA,9000,NA
"881","CT",2019-02-26,NA,26500,NA
"882","CT",2019-03-05,NA,17000,NA
"883","CT",2019-03-12,NA,34500,NA
"884","CT",2019-03-19,NA,56000,NA
"885","CT",2019-03-26,NA,60500,NA
"886","CT",2019-04-02,NA,39050,NA
"887","CT",2019-04-09,NA,23000,NA
"888","CT",2019-04-16,NA,6500,NA
"889","CT",2019-04-23,NA,3700,NA
"890","CT",2019-04-30,NA,32500,NA
"891","CT",2019-05-07,NA,21000,NA
"892","CT",2019-05-14,NA,14000,NA
"893","CT",2019-05-21,NA,28000,NA
"894","CT",2019-05-28,NA,27000,NA
"895","CT",2019-06-04,NA,47338,NA
"896","CT",2019-06-11,NA,96039,NA
"897","CT",2019-06-18,NA,66741,NA
"898","CT",2019-06-25,NA,146064,NA
"899","CT",2019-07-02,NA,70000,NA
"900","CT",2019-07-09,NA,14000,NA
"901","CT",2019-07-16,NA,39000,NA
"902","CT",2019-07-23,NA,57000,NA
"903","CT",2019-07-30,NA,27500,NA
"904","CT",2019-08-06,NA,31910,NA
"905","CT",2019-08-13,NA,4500,NA
"906","CT",2019-08-20,NA,2500,NA
"907","CT",2019-08-27,NA,107625,NA
"908","CT",2019-09-03,NA,35156,NA
"909","CT",2019-09-10,NA,26000,NA
"910","CT",2019-09-17,NA,57295,NA
"911","CT",2019-09-24,NA,60500,NA
"912","CT",2019-10-01,NA,58054,NA
"913","CT",2019-10-08,NA,21000,NA
"914","CT",2019-10-15,NA,26000,NA
"915","CT",2019-10-22,NA,31400,NA
"916","CT",2019-10-29,NA,44500,NA
"917","CT",2019-11-05,NA,19500,NA
"918","CT",2019-11-12,NA,27250,NA
"919","CT",2019-11-19,NA,41751,NA
"920","CT",2019-11-26,NA,67630,NA
"921","CT",2019-12-03,NA,52000,NA
"922","CT",2019-12-10,NA,39150,NA
"923","CT",2019-12-17,NA,87775,NA
"924","CT",2019-12-24,NA,73474,NA
"925","CT",2019-12-31,NA,2500,NA
"926","CT",2020-01-07,NA,15500,NA
"927","CT",2020-01-14,NA,500,NA
"928","CT",2020-01-21,NA,10800,NA
"929","CT",2020-01-28,NA,18200,NA
"930","CT",2020-02-04,NA,42000,NA
"931","CT",2020-02-11,NA,33624,NA
"932","CT",2020-02-18,NA,275138,NA
"933","CT",2020-02-25,NA,68000,NA
"934","CT",2020-03-03,NA,94682,198897
"935","DC",2019-01-01,NA,5000,NA
"936","DC",2019-01-08,NA,155450,NA
"937","DC",2019-01-15,NA,101631,NA
"938","DC",2019-01-22,NA,66000,NA
"939","DC",2019-01-29,NA,154961,NA
"940","DC",2019-02-05,NA,269358,NA
"941","DC",2019-02-12,NA,250539,NA
"942","DC",2019-02-19,NA,295465,NA
"943","DC",2019-02-26,NA,380683,NA
"944","DC",2019-03-05,NA,1219796,NA
"945","DC",2019-03-12,NA,904471,NA
"946","DC",2019-03-19,NA,682196,NA
"947","DC",2019-03-26,NA,1078061,NA
"948","DC",2019-04-02,NA,481234,NA
"949","DC",2019-04-09,NA,331037,NA
"950","DC",2019-04-16,NA,190162,NA
"951","DC",2019-04-23,NA,188214,NA
"952","DC",2019-04-30,NA,286138,NA
"953","DC",2019-05-07,NA,274870,NA
"954","DC",2019-05-14,NA,315654,NA
"955","DC",2019-05-21,NA,387578,NA
"956","DC",2019-05-28,NA,312696,NA
"957","DC",2019-06-04,NA,448943,NA
"958","DC",2019-06-11,NA,465681,NA
"959","DC",2019-06-18,NA,495554,NA
"960","DC",2019-06-25,NA,933924,NA
"961","DC",2019-07-02,NA,513541,NA
"962","DC",2019-07-09,NA,132137,NA
"963","DC",2019-07-16,NA,371844,NA
"964","DC",2019-07-23,NA,650162,NA
"965","DC",2019-07-30,NA,821313,NA
"966","DC",2019-08-06,NA,281632,NA
"967","DC",2019-08-13,NA,560467,NA
"968","DC",2019-08-20,NA,700373,NA
"969","DC",2019-08-27,NA,450638,NA
"970","DC",2019-09-03,NA,504870,NA
"971","DC",2019-09-10,NA,765275,NA
"972","DC",2019-09-17,NA,553212,NA
"973","DC",2019-09-24,NA,790284,NA
"974","DC",2019-10-01,NA,739222,NA
"975","DC",2019-10-08,NA,134983,NA
"976","DC",2019-10-15,NA,180507,NA
"977","DC",2019-10-22,NA,380115,NA
"978","DC",2019-10-29,NA,318574,NA
"979","DC",2019-11-05,NA,297610,NA
"980","DC",2019-11-12,NA,808262,NA
"981","DC",2019-11-19,NA,551487,NA
"982","DC",2019-11-26,NA,356474,NA
"983","DC",2019-12-03,NA,162558,NA
"984","DC",2019-12-10,NA,385823,NA
"985","DC",2019-12-17,NA,641440,NA
"986","DC",2019-12-24,NA,387729,NA
"987","DC",2019-12-31,NA,174561,NA
"988","DC",2020-01-07,NA,35597,NA
"989","DC",2020-01-14,NA,168002,NA
"990","DC",2020-01-21,NA,426471,NA
"991","DC",2020-01-28,NA,1221378,NA
"992","DC",2020-02-04,NA,1181760,NA
"993","DC",2020-02-11,NA,8157906,NA
"994","DC",2020-02-18,NA,6978277,NA
"995","DC",2020-02-25,NA,3945140,NA
"996","DC",2020-03-03,NA,1216705,453866
"997","DE",2019-01-01,NA,-1000,NA
"998","DE",2019-01-08,NA,3500,NA
"999","DE",2019-01-15,NA,8000,NA
"1000","DE",2019-01-22,NA,-3000,NA
"1001","DE",2019-01-29,NA,5000,NA
"1002","DE",2019-02-05,NA,25220,NA
"1003","DE",2019-02-12,NA,15920,NA
"1004","DE",2019-02-19,NA,12500,NA
"1005","DE",2019-02-26,NA,31000,NA
"1006","DE",2019-03-05,NA,38900,NA
"1007","DE",2019-03-12,NA,20400,NA
"1008","DE",2019-03-19,NA,52000,NA
"1009","DE",2019-03-26,NA,65000,NA
"1010","DE",2019-04-02,NA,55528,NA
"1011","DE",2019-04-09,NA,2500,NA
"1012","DE",2019-04-16,NA,2000,NA
"1013","DE",2019-04-23,NA,2500,NA
"1014","DE",2019-04-30,NA,29200,NA
"1015","DE",2019-05-07,NA,9200,NA
"1016","DE",2019-05-14,NA,14500,NA
"1017","DE",2019-05-21,NA,21000,NA
"1018","DE",2019-05-28,NA,36500,NA
"1019","DE",2019-06-04,NA,33000,NA
"1020","DE",2019-06-11,NA,35500,NA
"1021","DE",2019-06-18,NA,58000,NA
"1022","DE",2019-06-25,NA,109000,NA
"1023","DE",2019-07-02,NA,46800,NA
"1024","DE",2019-07-09,NA,19500,NA
"1025","DE",2019-07-16,NA,44000,NA
"1026","DE",2019-07-23,NA,20500,NA
"1027","DE",2019-07-30,NA,21750,NA
"1028","DE",2019-08-06,NA,28000,NA
"1029","DE",2019-08-13,NA,11000,NA
"1030","DE",2019-08-20,NA,15841,NA
"1031","DE",2019-08-27,NA,24800,NA
"1032","DE",2019-09-03,NA,9500,NA
"1033","DE",2019-09-10,NA,24500,NA
"1034","DE",2019-09-17,NA,69500,NA
"1035","DE",2019-09-24,NA,79196,NA
"1036","DE",2019-10-01,NA,118500,NA
"1037","DE",2019-10-08,NA,18000,NA
"1038","DE",2019-10-15,NA,19500,NA
"1039","DE",2019-10-22,NA,14000,NA
"1040","DE",2019-10-29,NA,26000,NA
"1041","DE",2019-11-05,NA,18500,NA
"1042","DE",2019-11-12,NA,19500,NA
"1043","DE",2019-11-19,NA,35000,NA
"1044","DE",2019-11-26,NA,28000,NA
"1045","DE",2019-12-03,NA,16500,NA
"1046","DE",2019-12-10,NA,35800,NA
"1047","DE",2019-12-17,NA,44000,NA
"1048","DE",2019-12-24,NA,39000,NA
"1049","DE",2019-12-31,NA,1000,NA
"1050","DE",2020-01-07,NA,5000,NA
"1051","DE",2020-01-14,NA,13500,NA
"1052","DE",2020-01-21,NA,10750,NA
"1053","DE",2020-01-28,NA,8122,NA
"1054","DE",2020-02-04,NA,32702,NA
"1055","DE",2020-02-11,NA,38402,NA
"1056","DE",2020-02-18,NA,21000,NA
"1057","DE",2020-02-25,NA,607606,NA
"1058","DE",2020-03-03,NA,4278064,71561
"1059","FL",2019-01-01,NA,107000,NA
"1060","FL",2019-01-08,NA,47880,NA
"1061","FL",2019-01-15,NA,142376,NA
"1062","FL",2019-01-22,NA,75700,NA
"1063","FL",2019-01-29,NA,68800,NA
"1064","FL",2019-02-05,NA,187700,NA
"1065","FL",2019-02-12,NA,79750,NA
"1066","FL",2019-02-19,NA,71438,NA
"1067","FL",2019-02-26,NA,159900,NA
"1068","FL",2019-03-05,NA,277971,NA
"1069","FL",2019-03-12,NA,228542,NA
"1070","FL",2019-03-19,NA,262600,NA
"1071","FL",2019-03-26,NA,343100,NA
"1072","FL",2019-04-02,NA,560497,NA
"1073","FL",2019-04-09,NA,130980,NA
"1074","FL",2019-04-16,NA,121186,NA
"1075","FL",2019-04-23,NA,92700,NA
"1076","FL",2019-04-30,NA,172900,NA
"1077","FL",2019-05-07,NA,263306,NA
"1078","FL",2019-05-14,NA,148500,NA
"1079","FL",2019-05-21,NA,274725,NA
"1080","FL",2019-05-28,NA,150697,NA
"1081","FL",2019-06-04,NA,318192,NA
"1082","FL",2019-06-11,NA,239355,NA
"1083","FL",2019-06-18,NA,276098,NA
"1084","FL",2019-06-25,NA,363500,NA
"1085","FL",2019-07-02,NA,439605,NA
"1086","FL",2019-07-09,NA,61394,NA
"1087","FL",2019-07-16,NA,145500,NA
"1088","FL",2019-07-23,NA,144000,NA
"1089","FL",2019-07-30,NA,139732,NA
"1090","FL",2019-08-06,NA,266654,NA
"1091","FL",2019-08-13,NA,101600,NA
"1092","FL",2019-08-20,NA,147858,NA
"1093","FL",2019-08-27,NA,160415,NA
"1094","FL",2019-09-03,NA,325657,NA
"1095","FL",2019-09-10,NA,160048,NA
"1096","FL",2019-09-17,NA,282795,NA
"1097","FL",2019-09-24,NA,482148,NA
"1098","FL",2019-10-01,NA,791650,NA
"1099","FL",2019-10-08,NA,170599,NA
"1100","FL",2019-10-15,NA,324398,NA
"1101","FL",2019-10-22,NA,234099,NA
"1102","FL",2019-10-29,NA,275284,NA
"1103","FL",2019-11-05,NA,600200,NA
"1104","FL",2019-11-12,NA,827515,NA
"1105","FL",2019-11-19,NA,219946,NA
"1106","FL",2019-11-26,NA,267770,NA
"1107","FL",2019-12-03,NA,219300,NA
"1108","FL",2019-12-10,NA,307742,NA
"1109","FL",2019-12-17,NA,368500,NA
"1110","FL",2019-12-24,NA,244537,NA
"1111","FL",2019-12-31,NA,161752,NA
"1112","FL",2020-01-07,NA,230200,NA
"1113","FL",2020-01-14,NA,78624,NA
"1114","FL",2020-01-21,NA,177251,NA
"1115","FL",2020-01-28,NA,223552,NA
"1116","FL",2020-02-04,NA,2821865,NA
"1117","FL",2020-02-11,NA,229281,NA
"1118","FL",2020-02-18,NA,624398,NA
"1119","FL",2020-02-25,NA,338749,NA
"1120","FL",2020-03-03,NA,645460,710126
"1121","GA",2019-01-01,NA,1000,NA
"1122","GA",2019-01-08,NA,4000,NA
"1123","GA",2019-01-15,NA,18300,NA
"1124","GA",2019-01-22,NA,17000,NA
"1125","GA",2019-01-29,NA,59500,NA
"1126","GA",2019-02-05,NA,100500,NA
"1127","GA",2019-02-12,NA,68750,NA
"1128","GA",2019-02-19,NA,81500,NA
"1129","GA",2019-02-26,NA,145700,NA
"1130","GA",2019-03-05,NA,173500,NA
"1131","GA",2019-03-12,NA,170300,NA
"1132","GA",2019-03-19,NA,243100,NA
"1133","GA",2019-03-26,NA,464849,NA
"1134","GA",2019-04-02,NA,343075,NA
"1135","GA",2019-04-09,NA,67542,NA
"1136","GA",2019-04-16,NA,75292,NA
"1137","GA",2019-04-23,NA,52292,NA
"1138","GA",2019-04-30,NA,127500,NA
"1139","GA",2019-05-07,NA,128015,NA
"1140","GA",2019-05-14,NA,120999,NA
"1141","GA",2019-05-21,NA,129825,NA
"1142","GA",2019-05-28,NA,121900,NA
"1143","GA",2019-06-04,NA,151500,NA
"1144","GA",2019-06-11,NA,248250,NA
"1145","GA",2019-06-18,NA,188300,NA
"1146","GA",2019-06-25,NA,297392,NA
"1147","GA",2019-07-02,NA,209267,NA
"1148","GA",2019-07-09,NA,60792,NA
"1149","GA",2019-07-16,NA,178450,NA
"1150","GA",2019-07-23,NA,69371,NA
"1151","GA",2019-07-30,NA,117700,NA
"1152","GA",2019-08-06,NA,110404,NA
"1153","GA",2019-08-13,NA,52000,NA
"1154","GA",2019-08-20,NA,94650,NA
"1155","GA",2019-08-27,NA,105000,NA
"1156","GA",2019-09-03,NA,30800,NA
"1157","GA",2019-09-10,NA,138600,NA
"1158","GA",2019-09-17,NA,188397,NA
"1159","GA",2019-09-24,NA,319250,NA
"1160","GA",2019-10-01,NA,268205,NA
"1161","GA",2019-10-08,NA,36500,NA
"1162","GA",2019-10-15,NA,82000,NA
"1163","GA",2019-10-22,NA,111500,NA
"1164","GA",2019-10-29,NA,99550,NA
"1165","GA",2019-11-05,NA,79300,NA
"1166","GA",2019-11-12,NA,92257,NA
"1167","GA",2019-11-19,NA,111134,NA
"1168","GA",2019-11-26,NA,124232,NA
"1169","GA",2019-12-03,NA,84750,NA
"1170","GA",2019-12-10,NA,161660,NA
"1171","GA",2019-12-17,NA,324830,NA
"1172","GA",2019-12-24,NA,240392,NA
"1173","GA",2019-12-31,NA,68167,NA
"1174","GA",2020-01-07,NA,76421,NA
"1175","GA",2020-01-14,NA,59465,NA
"1176","GA",2020-01-21,NA,75132,NA
"1177","GA",2020-01-28,NA,176680,NA
"1178","GA",2020-02-04,NA,365634,NA
"1179","GA",2020-02-11,NA,347179,NA
"1180","GA",2020-02-18,NA,391543,NA
"1181","GA",2020-02-25,NA,1468273,NA
"1182","GA",2020-03-03,NA,226656,236918
"1183","HI",2019-01-22,NA,10000,NA
"1184","HI",2019-01-29,NA,6000,NA
"1185","HI",2019-02-05,NA,11500,NA
"1186","HI",2019-02-12,NA,2500,NA
"1187","HI",2019-02-19,NA,5000,NA
"1188","HI",2019-02-26,NA,-5000,NA
"1189","HI",2019-03-05,NA,6500,NA
"1190","HI",2019-03-12,NA,3700,NA
"1191","HI",2019-03-19,NA,9000,NA
"1192","HI",2019-03-26,NA,19500,NA
"1193","HI",2019-04-02,NA,15000,NA
"1194","HI",2019-04-16,NA,2500,NA
"1195","HI",2019-04-23,NA,6500,NA
"1196","HI",2019-04-30,NA,3000,NA
"1197","HI",2019-05-07,NA,6000,NA
"1198","HI",2019-05-14,NA,6500,NA
"1199","HI",2019-05-21,NA,12000,NA
"1200","HI",2019-05-28,NA,7500,NA
"1201","HI",2019-06-04,NA,0,NA
"1202","HI",2019-06-11,NA,10500,NA
"1203","HI",2019-06-18,NA,9000,NA
"1204","HI",2019-06-25,NA,19750,NA
"1205","HI",2019-07-02,NA,12000,NA
"1206","HI",2019-07-16,NA,16180,NA
"1207","HI",2019-07-23,NA,9500,NA
"1208","HI",2019-07-30,NA,6500,NA
"1209","HI",2019-08-06,NA,1000,NA
"1210","HI",2019-08-13,NA,2500,NA
"1211","HI",2019-08-20,NA,6500,NA
"1212","HI",2019-08-27,NA,10600,NA
"1213","HI",2019-09-03,NA,3500,NA
"1214","HI",2019-09-10,NA,5000,NA
"1215","HI",2019-09-17,NA,16500,NA
"1216","HI",2019-09-24,NA,28250,NA
"1217","HI",2019-10-01,NA,24500,NA
"1218","HI",2019-10-08,NA,2000,NA
"1219","HI",2019-10-15,NA,-1000,NA
"1220","HI",2019-10-22,NA,3500,NA
"1221","HI",2019-10-29,NA,1500,NA
"1222","HI",2019-11-05,NA,2500,NA
"1223","HI",2019-11-12,NA,10750,NA
"1224","HI",2019-11-19,NA,13000,NA
"1225","HI",2019-11-26,NA,18500,NA
"1226","HI",2019-12-03,NA,5300,NA
"1227","HI",2019-12-10,NA,8000,NA
"1228","HI",2019-12-17,NA,21000,NA
"1229","HI",2019-12-24,NA,22500,NA
"1230","HI",2019-12-31,NA,2500,NA
"1231","HI",2020-01-07,NA,2500,NA
"1232","HI",2020-01-14,NA,1500,NA
"1233","HI",2020-01-21,NA,11000,NA
"1234","HI",2020-01-28,NA,1000,NA
"1235","HI",2020-02-04,NA,7500,NA
"1236","HI",2020-02-11,NA,11500,NA
"1237","HI",2020-02-18,NA,9500,NA
"1238","HI",2020-02-25,NA,20250,NA
"1239","HI",2020-03-03,NA,25800,33445
"1240","IA",2019-01-01,NA,44000,NA
"1241","IA",2019-01-08,NA,73125,NA
"1242","IA",2019-01-15,NA,8500,NA
"1243","IA",2019-01-22,NA,18000,NA
"1244","IA",2019-01-29,NA,87564,NA
"1245","IA",2019-02-05,NA,53000,NA
"1246","IA",2019-02-12,NA,117900,NA
"1247","IA",2019-02-19,NA,190563,NA
"1248","IA",2019-02-26,NA,49330,NA
"1249","IA",2019-03-05,NA,72851,NA
"1250","IA",2019-03-12,NA,55000,NA
"1251","IA",2019-03-19,NA,131800,NA
"1252","IA",2019-03-26,NA,198000,NA
"1253","IA",2019-04-02,NA,261803,NA
"1254","IA",2019-04-09,NA,44396,NA
"1255","IA",2019-04-16,NA,54000,NA
"1256","IA",2019-04-23,NA,32072,NA
"1257","IA",2019-04-30,NA,40313,NA
"1258","IA",2019-05-07,NA,58000,NA
"1259","IA",2019-05-14,NA,140749,NA
"1260","IA",2019-05-21,NA,32679,NA
"1261","IA",2019-05-28,NA,30629,NA
"1262","IA",2019-06-04,NA,50072,NA
"1263","IA",2019-06-11,NA,111545,NA
"1264","IA",2019-06-18,NA,249922,NA
"1265","IA",2019-06-25,NA,318125,NA
"1266","IA",2019-07-02,NA,170501,NA
"1267","IA",2019-07-09,NA,21337,NA
"1268","IA",2019-07-16,NA,146316,NA
"1269","IA",2019-07-23,NA,37958,NA
