"state","week","deathsum","committee","individual"
"1877","MI",2019-06-18,NA,310663,NA
"1878","MI",2019-06-25,NA,462415,NA
"1879","MI",2019-07-02,NA,245671,NA
"1880","MI",2019-07-09,NA,38000,NA
"1881","MI",2019-07-16,NA,87127,NA
"1882","MI",2019-07-23,NA,115040,NA
"1883","MI",2019-07-30,NA,92627,NA
"1884","MI",2019-08-06,NA,110725,NA
"1885","MI",2019-08-13,NA,55100,NA
"1886","MI",2019-08-20,NA,38708,NA
"1887","MI",2019-08-27,NA,114280,NA
"1888","MI",2019-09-03,NA,38247,NA
"1889","MI",2019-09-10,NA,131030,NA
"1890","MI",2019-09-17,NA,187636,NA
"1891","MI",2019-09-24,NA,341900,NA
"1892","MI",2019-10-01,NA,396836,NA
"1893","MI",2019-10-08,NA,54479,NA
"1894","MI",2019-10-15,NA,75804,NA
"1895","MI",2019-10-22,NA,96367,NA
"1896","MI",2019-10-29,NA,118461,NA
"1897","MI",2019-11-05,NA,265886,NA
"1898","MI",2019-11-12,NA,112404,NA
"1899","MI",2019-11-19,NA,199650,NA
"1900","MI",2019-11-26,NA,126150,NA
"1901","MI",2019-12-03,NA,91550,NA
"1902","MI",2019-12-10,NA,242528,NA
"1903","MI",2019-12-17,NA,252882,NA
"1904","MI",2019-12-24,NA,232050,NA
"1905","MI",2019-12-31,NA,34000,NA
"1906","MI",2020-01-07,NA,20620,NA
"1907","MI",2020-01-14,NA,29000,NA
"1908","MI",2020-01-21,NA,90154,NA
"1909","MI",2020-01-28,NA,41364,NA
"1910","MI",2020-02-04,NA,68377,NA
"1911","MI",2020-02-11,NA,133238,NA
"1912","MI",2020-02-18,NA,113382,NA
"1913","MI",2020-02-25,NA,200464,NA
"1914","MN",2019-01-08,NA,23000,NA
"1915","MN",2019-01-15,NA,33500,NA
"1916","MN",2019-01-22,NA,32474,NA
"1917","MN",2019-01-29,NA,23000,NA
"1918","MN",2019-02-05,NA,145094,NA
"1919","MN",2019-02-12,NA,41371,NA
"1920","MN",2019-02-19,NA,73250,NA
"1921","MN",2019-02-26,NA,115500,NA
"1922","MN",2019-03-05,NA,63831,NA
"1923","MN",2019-03-12,NA,121000,NA
"1924","MN",2019-03-19,NA,144250,NA
"1925","MN",2019-03-26,NA,211000,NA
"1926","MN",2019-04-02,NA,346166,NA
"1927","MN",2019-04-09,NA,21500,NA
"1928","MN",2019-04-16,NA,33500,NA
"1929","MN",2019-04-23,NA,7000,NA
"1930","MN",2019-04-30,NA,81500,NA
"1931","MN",2019-05-07,NA,77000,NA
"1932","MN",2019-05-14,NA,74000,NA
"1933","MN",2019-05-21,NA,56000,NA
"1934","MN",2019-05-28,NA,52800,NA
"1935","MN",2019-06-04,NA,70932,NA
"1936","MN",2019-06-11,NA,95000,NA
"1937","MN",2019-06-18,NA,167412,NA
"1938","MN",2019-06-25,NA,213200,NA
"1939","MN",2019-07-02,NA,124028,NA
"1940","MN",2019-07-09,NA,11708,NA
"1941","MN",2019-07-16,NA,27700,NA
"1942","MN",2019-07-23,NA,68795,NA
"1943","MN",2019-07-30,NA,51000,NA
"1944","MN",2019-08-06,NA,48001,NA
"1945","MN",2019-08-13,NA,34953,NA
"1946","MN",2019-08-20,NA,50730,NA
"1947","MN",2019-08-27,NA,39500,NA
"1948","MN",2019-09-03,NA,35000,NA
"1949","MN",2019-09-10,NA,54341,NA
"1950","MN",2019-09-17,NA,153000,NA
"1951","MN",2019-09-24,NA,256647,NA
"1952","MN",2019-10-01,NA,208150,NA
"1953","MN",2019-10-08,NA,66000,NA
"1954","MN",2019-10-15,NA,70525,NA
"1955","MN",2019-10-22,NA,71750,NA
"1956","MN",2019-10-29,NA,74250,NA
"1957","MN",2019-11-05,NA,75000,NA
"1958","MN",2019-11-12,NA,53657,NA
"1959","MN",2019-11-19,NA,112354,NA
"1960","MN",2019-11-26,NA,120000,NA
"1961","MN",2019-12-03,NA,60477,NA
"1962","MN",2019-12-10,NA,104767,NA
"1963","MN",2019-12-17,NA,151000,NA
"1964","MN",2019-12-24,NA,146750,NA
"1965","MN",2019-12-31,NA,24250,NA
"1966","MN",2020-01-07,NA,7250,NA
"1967","MN",2020-01-14,NA,6105,NA
"1968","MN",2020-01-21,NA,42648,NA
"1969","MN",2020-01-28,NA,33624,NA
"1970","MN",2020-02-04,NA,96716,NA
"1971","MN",2020-02-11,NA,141989,NA
"1972","MN",2020-02-18,NA,164009,NA
"1973","MN",2020-02-25,NA,201897,NA
"1974","MN",2020-03-03,NA,195303,146658
"1975","MO",2019-01-08,NA,13500,NA
"1976","MO",2019-01-15,NA,51024,NA
"1977","MO",2019-01-22,NA,21000,NA
"1978","MO",2019-01-29,NA,75500,NA
"1979","MO",2019-02-05,NA,77500,NA
"1980","MO",2019-02-12,NA,92500,NA
"1981","MO",2019-02-19,NA,87250,NA
"1982","MO",2019-02-26,NA,127500,NA
"1983","MO",2019-03-05,NA,124000,NA
"1984","MO",2019-03-12,NA,150300,NA
"1985","MO",2019-03-19,NA,157924,NA
"1986","MO",2019-03-26,NA,299650,NA
"1987","MO",2019-04-02,NA,211854,NA
"1988","MO",2019-04-09,NA,43593,NA
"1989","MO",2019-04-16,NA,53200,NA
"1990","MO",2019-04-23,NA,27415,NA
"1991","MO",2019-04-30,NA,69500,NA
"1992","MO",2019-05-07,NA,62500,NA
"1993","MO",2019-05-14,NA,78750,NA
"1994","MO",2019-05-21,NA,97500,NA
"1995","MO",2019-05-28,NA,83168,NA
"1996","MO",2019-06-04,NA,74500,NA
"1997","MO",2019-06-11,NA,131750,NA
"1998","MO",2019-06-18,NA,140550,NA
"1999","MO",2019-06-25,NA,217250,NA
"2000","MO",2019-07-02,NA,123000,NA
"2001","MO",2019-07-09,NA,18000,NA
"2002","MO",2019-07-16,NA,37500,NA
"2003","MO",2019-07-23,NA,69050,NA
"2004","MO",2019-07-30,NA,47916,NA
"2005","MO",2019-08-06,NA,28680,NA
"2006","MO",2019-08-13,NA,67264,NA
"2007","MO",2019-08-20,NA,42704,NA
"2008","MO",2019-08-27,NA,23000,NA
"2009","MO",2019-09-03,NA,27500,NA
"2010","MO",2019-09-10,NA,56700,NA
"2011","MO",2019-09-17,NA,130745,NA
"2012","MO",2019-09-24,NA,275412,NA
"2013","MO",2019-10-01,NA,184500,NA
"2014","MO",2019-10-08,NA,27611,NA
"2015","MO",2019-10-15,NA,49409,NA
"2016","MO",2019-10-22,NA,99864,NA
"2017","MO",2019-10-29,NA,126507,NA
"2018","MO",2019-11-05,NA,86000,NA
"2019","MO",2019-11-12,NA,107000,NA
"2020","MO",2019-11-19,NA,108000,NA
"2021","MO",2019-11-26,NA,87528,NA
"2022","MO",2019-12-03,NA,40000,NA
"2023","MO",2019-12-10,NA,112756,NA
"2024","MO",2019-12-17,NA,186000,NA
"2025","MO",2019-12-24,NA,114250,NA
"2026","MO",2019-12-31,NA,13000,NA
"2027","MO",2020-01-07,NA,4000,NA
"2028","MO",2020-01-14,NA,16500,NA
"2029","MO",2020-01-21,NA,21000,NA
"2030","MO",2020-01-28,NA,70431,NA
"2031","MO",2020-02-04,NA,65000,NA
"2032","MO",2020-02-11,NA,98275,NA
"2033","MO",2020-02-18,NA,114865,NA
"2034","MO",2020-02-25,NA,214936,NA
"2035","MO",2020-03-03,NA,159047,113883
"2036","MS",2019-01-08,NA,1000,NA
"2037","MS",2019-01-15,NA,3500,NA
"2038","MS",2019-01-22,NA,6000,NA
"2039","MS",2019-01-29,NA,21200,NA
"2040","MS",2019-02-05,NA,15500,NA
"2041","MS",2019-02-12,NA,25000,NA
"2042","MS",2019-02-19,NA,13176,NA
"2043","MS",2019-02-26,NA,28000,NA
"2044","MS",2019-03-05,NA,68200,NA
"2045","MS",2019-03-12,NA,43000,NA
"2046","MS",2019-03-19,NA,44000,NA
"2047","MS",2019-03-26,NA,67300,NA
"2048","MS",2019-04-02,NA,65600,NA
"2049","MS",2019-04-09,NA,49500,NA
"2050","MS",2019-04-16,NA,15500,NA
"2051","MS",2019-04-23,NA,21000,NA
"2052","MS",2019-04-30,NA,43000,NA
"2053","MS",2019-05-07,NA,51000,NA
"2054","MS",2019-05-14,NA,26500,NA
"2055","MS",2019-05-21,NA,57500,NA
"2056","MS",2019-05-28,NA,37500,NA
"2057","MS",2019-06-04,NA,34700,NA
"2058","MS",2019-06-11,NA,65000,NA
"2059","MS",2019-06-18,NA,59250,NA
"2060","MS",2019-06-25,NA,114500,NA
"2061","MS",2019-07-02,NA,80000,NA
"2062","MS",2019-07-09,NA,8000,NA
"2063","MS",2019-07-16,NA,47500,NA
"2064","MS",2019-07-23,NA,12525,NA
"2065","MS",2019-07-30,NA,26450,NA
"2066","MS",2019-08-06,NA,19000,NA
"2067","MS",2019-08-13,NA,13000,NA
"2068","MS",2019-08-20,NA,9300,NA
"2069","MS",2019-08-27,NA,10500,NA
"2070","MS",2019-09-03,NA,3500,NA
"2071","MS",2019-09-10,NA,26500,NA
"2072","MS",2019-09-17,NA,17500,NA
"2073","MS",2019-09-24,NA,80250,NA
"2074","MS",2019-10-01,NA,66500,NA
"2075","MS",2019-10-08,NA,22500,NA
"2076","MS",2019-10-15,NA,23500,NA
"2077","MS",2019-10-22,NA,36300,NA
"2078","MS",2019-10-29,NA,60000,NA
"2079","MS",2019-11-05,NA,45000,NA
"2080","MS",2019-11-12,NA,56500,NA
"2081","MS",2019-11-19,NA,33500,NA
"2082","MS",2019-11-26,NA,45600,NA
"2083","MS",2019-12-03,NA,15250,NA
"2084","MS",2019-12-10,NA,38017,NA
"2085","MS",2019-12-17,NA,29500,NA
"2086","MS",2019-12-24,NA,36000,NA
"2087","MS",2019-12-31,NA,0,NA
"2088","MS",2020-01-07,NA,10000,NA
"2089","MS",2020-01-14,NA,3500,NA
"2090","MS",2020-01-21,NA,7500,NA
"2091","MS",2020-01-28,NA,30000,NA
"2092","MS",2020-02-04,NA,42500,NA
"2093","MS",2020-02-11,NA,35000,NA
"2094","MS",2020-02-18,NA,45000,NA
"2095","MS",2020-02-25,NA,64800,NA
"2096","MS",2020-03-03,NA,132500,21872
"2097","MT",2019-01-08,NA,-2500,NA
"2098","MT",2019-01-15,NA,21500,NA
"2099","MT",2019-01-22,NA,16000,NA
"2100","MT",2019-01-29,NA,12000,NA
"2101","MT",2019-02-05,NA,17500,NA
"2102","MT",2019-02-12,NA,14750,NA
"2103","MT",2019-02-19,NA,20600,NA
"2104","MT",2019-02-26,NA,51500,NA
"2105","MT",2019-03-05,NA,45000,NA
"2106","MT",2019-03-12,NA,52000,NA
"2107","MT",2019-03-19,NA,49312,NA
"2108","MT",2019-03-26,NA,112000,NA
"2109","MT",2019-04-02,NA,179127,NA
"2110","MT",2019-04-09,NA,12000,NA
"2111","MT",2019-04-16,NA,15000,NA
"2112","MT",2019-04-23,NA,17500,NA
"2113","MT",2019-04-30,NA,31000,NA
"2114","MT",2019-05-07,NA,35500,NA
"2115","MT",2019-05-14,NA,57500,NA
"2116","MT",2019-05-21,NA,33500,NA
"2117","MT",2019-05-28,NA,34500,NA
"2118","MT",2019-06-04,NA,23500,NA
"2119","MT",2019-06-11,NA,34500,NA
"2120","MT",2019-06-18,NA,65000,NA
"2121","MT",2019-06-25,NA,113500,NA
"2122","MT",2019-07-02,NA,73000,NA
"2123","MT",2019-07-09,NA,12000,NA
"2124","MT",2019-07-16,NA,11500,NA
"2125","MT",2019-07-23,NA,19706,NA
"2126","MT",2019-07-30,NA,37000,NA
"2127","MT",2019-08-06,NA,28560,NA
"2128","MT",2019-08-13,NA,24122,NA
"2129","MT",2019-08-20,NA,4000,NA
"2130","MT",2019-08-27,NA,14500,NA
"2131","MT",2019-09-03,NA,21500,NA
"2132","MT",2019-09-10,NA,11500,NA
"2133","MT",2019-09-17,NA,62550,NA
"2134","MT",2019-09-24,NA,106853,NA
"2135","MT",2019-10-01,NA,88485,NA
"2136","MT",2019-10-08,NA,6500,NA
"2137","MT",2019-10-15,NA,110,NA
"2138","MT",2019-10-22,NA,50070,NA
"2139","MT",2019-10-29,NA,32008,NA
"2140","MT",2019-11-05,NA,28266,NA
"2141","MT",2019-11-12,NA,41088,NA
"2142","MT",2019-11-19,NA,29334,NA
"2143","MT",2019-11-26,NA,39896,NA
"2144","MT",2019-12-03,NA,23340,NA
"2145","MT",2019-12-10,NA,44890,NA
"2146","MT",2019-12-17,NA,128887,NA
"2147","MT",2019-12-24,NA,74669,NA
"2148","MT",2019-12-31,NA,20013,NA
"2149","MT",2020-01-07,NA,9002,NA
"2150","MT",2020-01-14,NA,15380,NA
"2151","MT",2020-01-21,NA,3767,NA
"2152","MT",2020-01-28,NA,27508,NA
"2153","MT",2020-02-04,NA,24215,NA
"2154","MT",2020-02-11,NA,13500,NA
"2155","MT",2020-02-18,NA,16500,NA
"2156","MT",2020-02-25,NA,32110,NA
"2157","MT",2020-03-03,NA,30000,25718
"2158","NC",2019-01-01,NA,-1000,NA
"2159","NC",2019-01-08,NA,34000,NA
"2160","NC",2019-01-15,NA,37000,NA
"2161","NC",2019-01-22,NA,27500,NA
"2162","NC",2019-01-29,NA,35700,NA
"2163","NC",2019-02-05,NA,63358,NA
"2164","NC",2019-02-12,NA,95500,NA
"2165","NC",2019-02-19,NA,98000,NA
"2166","NC",2019-02-26,NA,203250,NA
"2167","NC",2019-03-05,NA,141500,NA
"2168","NC",2019-03-12,NA,201500,NA
"2169","NC",2019-03-19,NA,234386,NA
"2170","NC",2019-03-26,NA,297500,NA
"2171","NC",2019-04-02,NA,577973,NA
"2172","NC",2019-04-09,NA,78250,NA
"2173","NC",2019-04-16,NA,96000,NA
"2174","NC",2019-04-23,NA,96177,NA
"2175","NC",2019-04-30,NA,133689,NA
"2176","NC",2019-05-07,NA,155960,NA
"2177","NC",2019-05-14,NA,241310,NA
"2178","NC",2019-05-21,NA,210050,NA
"2179","NC",2019-05-28,NA,140500,NA
"2180","NC",2019-06-04,NA,111000,NA
"2181","NC",2019-06-11,NA,200025,NA
"2182","NC",2019-06-18,NA,267300,NA
"2183","NC",2019-06-25,NA,444074,NA
"2184","NC",2019-07-02,NA,323544,NA
"2185","NC",2019-07-09,NA,63043,NA
"2186","NC",2019-07-16,NA,146207,NA
"2187","NC",2019-07-23,NA,214918,NA
"2188","NC",2019-07-30,NA,206875,NA
"2189","NC",2019-08-06,NA,84500,NA
"2190","NC",2019-08-13,NA,77855,NA
"2191","NC",2019-08-20,NA,73781,NA
"2192","NC",2019-08-27,NA,117992,NA
"2193","NC",2019-09-03,NA,80000,NA
"2194","NC",2019-09-10,NA,145304,NA
"2195","NC",2019-09-17,NA,176250,NA
"2196","NC",2019-09-24,NA,353700,NA
"2197","NC",2019-10-01,NA,384450,NA
"2198","NC",2019-10-08,NA,85000,NA
"2199","NC",2019-10-15,NA,86874,NA
"2200","NC",2019-10-22,NA,128242,NA
"2201","NC",2019-10-29,NA,147860,NA
"2202","NC",2019-11-05,NA,90959,NA
"2203","NC",2019-11-12,NA,85651,NA
"2204","NC",2019-11-19,NA,162794,NA
"2205","NC",2019-11-26,NA,229326,NA
"2206","NC",2019-12-03,NA,128945,NA
"2207","NC",2019-12-10,NA,285668,NA
"2208","NC",2019-12-17,NA,302590,NA
"2209","NC",2019-12-24,NA,322179,NA
"2210","NC",2019-12-31,NA,33790,NA
"2211","NC",2020-01-07,NA,31558,NA
"2212","NC",2020-01-14,NA,72046,NA
"2213","NC",2020-01-21,NA,63479,NA
"2214","NC",2020-01-28,NA,156770,NA
"2215","NC",2020-02-04,NA,151402,NA
"2216","NC",2020-02-11,NA,216197,NA
"2217","NC",2020-02-18,NA,173617,NA
"2218","NC",2020-02-25,NA,561775,NA
"2219","NC",2020-03-03,NA,534401,362244
"2220","ND",2019-01-08,NA,7500,NA
"2221","ND",2019-01-15,NA,-500,NA
"2222","ND",2019-01-22,NA,4000,NA
"2223","ND",2019-01-29,NA,2500,NA
"2224","ND",2019-02-05,NA,21500,NA
"2225","ND",2019-02-12,NA,5500,NA
"2226","ND",2019-02-19,NA,31500,NA
"2227","ND",2019-02-26,NA,16500,NA
"2228","ND",2019-03-05,NA,15500,NA
"2229","ND",2019-03-12,NA,6000,NA
"2230","ND",2019-03-19,NA,11500,NA
"2231","ND",2019-03-26,NA,10000,NA
"2232","ND",2019-04-02,NA,13500,NA
"2233","ND",2019-04-09,NA,3000,NA
"2234","ND",2019-04-16,NA,3500,NA
"2235","ND",2019-04-23,NA,4000,NA
"2236","ND",2019-04-30,NA,2000,NA
"2237","ND",2019-05-07,NA,4500,NA
"2238","ND",2019-05-14,NA,12000,NA
"2239","ND",2019-05-21,NA,7000,NA
"2240","ND",2019-05-28,NA,14500,NA
"2241","ND",2019-06-04,NA,16500,NA
"2242","ND",2019-06-11,NA,10300,NA
"2243","ND",2019-06-18,NA,25000,NA
"2244","ND",2019-06-25,NA,33000,NA
"2245","ND",2019-07-02,NA,18000,NA
"2246","ND",2019-07-09,NA,4000,NA
"2247","ND",2019-07-16,NA,14500,NA
"2248","ND",2019-07-23,NA,7000,NA
"2249","ND",2019-07-30,NA,15000,NA
"2250","ND",2019-08-06,NA,9000,NA
"2251","ND",2019-08-20,NA,9250,NA
"2252","ND",2019-08-27,NA,2750,NA
"2253","ND",2019-09-03,NA,3000,NA
"2254","ND",2019-09-10,NA,19000,NA
"2255","ND",2019-09-17,NA,17500,NA
"2256","ND",2019-09-24,NA,15500,NA
"2257","ND",2019-10-01,NA,18500,NA
"2258","ND",2019-10-08,NA,2500,NA
"2259","ND",2019-10-15,NA,6500,NA
"2260","ND",2019-10-22,NA,13500,NA
"2261","ND",2019-10-29,NA,24500,NA
"2262","ND",2019-11-05,NA,17000,NA
"2263","ND",2019-11-12,NA,16000,NA
"2264","ND",2019-11-19,NA,30500,NA
"2265","ND",2019-11-26,NA,24178,NA
"2266","ND",2019-12-03,NA,4000,NA
"2267","ND",2019-12-10,NA,6000,NA
"2268","ND",2019-12-17,NA,16500,NA
"2269","ND",2019-12-24,NA,8000,NA
"2270","ND",2020-01-07,NA,2500,NA
"2271","ND",2020-01-14,NA,2000,NA
"2272","ND",2020-01-28,NA,7000,NA
"2273","ND",2020-02-04,NA,2500,NA
"2274","ND",2020-02-11,NA,1500,NA
"2275","ND",2020-02-18,NA,4000,NA
"2276","ND",2020-02-25,NA,11000,NA
"2277","ND",2020-03-03,NA,9500,15448
"2278","NE",2019-01-08,NA,-500,NA
"2279","NE",2019-01-15,NA,6250,NA
"2280","NE",2019-01-22,NA,17000,NA
"2281","NE",2019-01-29,NA,4048,NA
"2282","NE",2019-02-05,NA,29500,NA
"2283","NE",2019-02-12,NA,34500,NA
"2284","NE",2019-02-19,NA,13000,NA
"2285","NE",2019-02-26,NA,60500,NA
"2286","NE",2019-03-05,NA,50700,NA
"2287","NE",2019-03-12,NA,98500,NA
"2288","NE",2019-03-19,NA,78750,NA
"2289","NE",2019-03-26,NA,118500,NA
"2290","NE",2019-04-02,NA,175927,NA
"2291","NE",2019-04-09,NA,16000,NA
"2292","NE",2019-04-16,NA,20500,NA
"2293","NE",2019-04-23,NA,8500,NA
"2294","NE",2019-04-30,NA,37000,NA
"2295","NE",2019-05-07,NA,30750,NA
"2296","NE",2019-05-14,NA,54500,NA
"2297","NE",2019-05-21,NA,39500,NA
"2298","NE",2019-05-28,NA,48000,NA
"2299","NE",2019-06-04,NA,100940,NA
"2300","NE",2019-06-11,NA,73000,NA
"2301","NE",2019-06-18,NA,70508,NA
"2302","NE",2019-06-25,NA,91000,NA
"2303","NE",2019-07-02,NA,92158,NA
"2304","NE",2019-07-09,NA,9500,NA
"2305","NE",2019-07-16,NA,27972,NA
"2306","NE",2019-07-23,NA,31025,NA
"2307","NE",2019-07-30,NA,47200,NA
"2308","NE",2019-08-06,NA,28833,NA
"2309","NE",2019-08-13,NA,12500,NA
"2310","NE",2019-08-20,NA,17000,NA
"2311","NE",2019-08-27,NA,19000,NA
"2312","NE",2019-09-03,NA,8500,NA
"2313","NE",2019-09-10,NA,26000,NA
"2314","NE",2019-09-17,NA,53000,NA
"2315","NE",2019-09-24,NA,129000,NA
"2316","NE",2019-10-01,NA,80700,NA
"2317","NE",2019-10-08,NA,14720,NA
"2318","NE",2019-10-15,NA,34500,NA
"2319","NE",2019-10-22,NA,45500,NA
"2320","NE",2019-10-29,NA,52500,NA
"2321","NE",2019-11-05,NA,41500,NA
"2322","NE",2019-11-12,NA,54750,NA
"2323","NE",2019-11-19,NA,57000,NA
"2324","NE",2019-11-26,NA,60250,NA
"2325","NE",2019-12-03,NA,28200,NA
"2326","NE",2019-12-10,NA,37100,NA
"2327","NE",2019-12-17,NA,83500,NA
"2328","NE",2019-12-24,NA,49800,NA
"2329","NE",2019-12-31,NA,10300,NA
"2330","NE",2020-01-07,NA,10000,NA
"2331","NE",2020-01-14,NA,19500,NA
"2332","NE",2020-01-21,NA,32300,NA
"2333","NE",2020-01-28,NA,49500,NA
"2334","NE",2020-02-04,NA,109000,NA
"2335","NE",2020-02-11,NA,40000,NA
"2336","NE",2020-02-18,NA,110000,NA
"2337","NE",2020-02-25,NA,88000,NA
"2338","NE",2020-03-03,NA,51000,28468
"2339","NH",2019-02-05,NA,16000,NA
"2340","NH",2019-02-12,NA,10000,NA
"2341","NH",2019-02-19,NA,2500,NA
"2342","NH",2019-02-26,NA,17000,NA
"2343","NH",2019-03-05,NA,18750,NA
"2344","NH",2019-03-12,NA,304200,NA
"2345","NH",2019-03-19,NA,58500,NA
"2346","NH",2019-03-26,NA,72500,NA
"2347","NH",2019-04-02,NA,48500,NA
"2348","NH",2019-04-09,NA,4500,NA
"2349","NH",2019-04-16,NA,9650,NA
"2350","NH",2019-04-23,NA,7000,NA
"2351","NH",2019-04-30,NA,5073,NA
"2352","NH",2019-05-07,NA,25500,NA
"2353","NH",2019-05-14,NA,16253,NA
"2354","NH",2019-05-21,NA,17000,NA
"2355","NH",2019-05-28,NA,19500,NA
"2356","NH",2019-06-04,NA,43720,NA
"2357","NH",2019-06-11,NA,13500,NA
"2358","NH",2019-06-18,NA,42500,NA
"2359","NH",2019-06-25,NA,89750,NA
"2360","NH",2019-07-02,NA,45500,NA
"2361","NH",2019-07-09,NA,10500,NA
"2362","NH",2019-07-16,NA,15000,NA
"2363","NH",2019-07-23,NA,24750,NA
"2364","NH",2019-07-30,NA,22150,NA
"2365","NH",2019-08-06,NA,34960,NA
"2366","NH",2019-08-13,NA,8100,NA
"2367","NH",2019-08-20,NA,16999,NA
"2368","NH",2019-08-27,NA,29478,NA
"2369","NH",2019-09-03,NA,9937,NA
"2370","NH",2019-09-10,NA,40185,NA
"2371","NH",2019-09-17,NA,35311,NA
"2372","NH",2019-09-24,NA,67000,NA
"2373","NH",2019-10-01,NA,93907,NA
"2374","NH",2019-10-08,NA,16000,NA
"2375","NH",2019-10-15,NA,17570,NA
"2376","NH",2019-10-22,NA,21623,NA
"2377","NH",2019-10-29,NA,18496,NA
"2378","NH",2019-11-05,NA,37221,NA
"2379","NH",2019-11-12,NA,20557,NA
"2380","NH",2019-11-19,NA,24500,NA
"2381","NH",2019-11-26,NA,26013,NA
"2382","NH",2019-12-03,NA,8500,NA
"2383","NH",2019-12-10,NA,25000,NA
"2384","NH",2019-12-17,NA,61000,NA
"2385","NH",2019-12-24,NA,52800,NA
"2386","NH",2019-12-31,NA,2000,NA
"2387","NH",2020-01-07,NA,-500,NA
"2388","NH",2020-01-14,NA,5000,NA
"2389","NH",2020-01-21,NA,4951,NA
"2390","NH",2020-01-28,NA,19201,NA
"2391","NH",2020-02-04,NA,12556,NA
"2392","NH",2020-02-11,NA,24997,NA
"2393","NH",2020-02-18,NA,26653,NA
"2394","NH",2020-02-25,NA,55744,NA
"2395","NH",2020-03-03,NA,37300,66384
"2396","NJ",2019-01-01,NA,5000,NA
"2397","NJ",2019-01-08,NA,3000,NA
"2398","NJ",2019-01-15,NA,23500,NA
"2399","NJ",2019-01-22,NA,-1800,NA
"2400","NJ",2019-01-29,NA,34300,NA
"2401","NJ",2019-02-05,NA,65000,NA
"2402","NJ",2019-02-12,NA,65055,NA
"2403","NJ",2019-02-19,NA,60000,NA
"2404","NJ",2019-02-26,NA,102350,NA
"2405","NJ",2019-03-05,NA,147500,NA
"2406","NJ",2019-03-12,NA,163729,NA
"2407","NJ",2019-03-19,NA,236000,NA
"2408","NJ",2019-03-26,NA,361720,NA
"2409","NJ",2019-04-02,NA,244239,NA
"2410","NJ",2019-04-09,NA,56300,NA
"2411","NJ",2019-04-16,NA,65600,NA
"2412","NJ",2019-04-23,NA,54400,NA
"2413","NJ",2019-04-30,NA,131600,NA
"2414","NJ",2019-05-07,NA,105346,NA
"2415","NJ",2019-05-14,NA,86150,NA
"2416","NJ",2019-05-21,NA,99000,NA
"2417","NJ",2019-05-28,NA,52047,NA
"2418","NJ",2019-06-04,NA,72724,NA
"2419","NJ",2019-06-11,NA,132550,NA
"2420","NJ",2019-06-18,NA,295685,NA
"2421","NJ",2019-06-25,NA,327594,NA
"2422","NJ",2019-07-02,NA,223100,NA
"2423","NJ",2019-07-09,NA,15300,NA
"2424","NJ",2019-07-16,NA,44200,NA
"2425","NJ",2019-07-23,NA,43000,NA
"2426","NJ",2019-07-30,NA,37862,NA
"2427","NJ",2019-08-06,NA,79350,NA
"2428","NJ",2019-08-13,NA,38407,NA
"2429","NJ",2019-08-20,NA,49600,NA
"2430","NJ",2019-08-27,NA,58000,NA
"2431","NJ",2019-09-03,NA,44800,NA
"2432","NJ",2019-09-10,NA,113700,NA
"2433","NJ",2019-09-17,NA,222810,NA
"2434","NJ",2019-09-24,NA,274500,NA
"2435","NJ",2019-10-01,NA,289120,NA
"2436","NJ",2019-10-08,NA,78261,NA
"2437","NJ",2019-10-15,NA,69419,NA
"2438","NJ",2019-10-22,NA,119422,NA
"2439","NJ",2019-10-29,NA,145355,NA
"2440","NJ",2019-11-05,NA,95500,NA
"2441","NJ",2019-11-12,NA,89514,NA
"2442","NJ",2019-11-19,NA,91524,NA
"2443","NJ",2019-11-26,NA,130467,NA
"2444","NJ",2019-12-03,NA,102750,NA
"2445","NJ",2019-12-10,NA,403650,NA
"2446","NJ",2019-12-17,NA,221549,NA
"2447","NJ",2019-12-24,NA,254550,NA
"2448","NJ",2019-12-31,NA,29800,NA
"2449","NJ",2020-01-07,NA,23520,NA
"2450","NJ",2020-01-14,NA,22500,NA
"2451","NJ",2020-01-21,NA,38004,NA
"2452","NJ",2020-01-28,NA,74754,NA
"2453","NJ",2020-02-04,NA,85000,NA
"2454","NJ",2020-02-11,NA,83960,NA
"2455","NJ",2020-02-18,NA,62927,NA
"2456","NJ",2020-02-25,NA,187750,NA
"2457","NJ",2020-03-03,NA,235970,332585
"2458","NM",2019-01-08,NA,-2500,NA
"2459","NM",2019-01-15,NA,5000,NA
"2460","NM",2019-01-22,NA,1000,NA
"2461","NM",2019-01-29,NA,12000,NA
"2462","NM",2019-02-05,NA,30000,NA
"2463","NM",2019-02-12,NA,28000,NA
"2464","NM",2019-02-19,NA,5500,NA
"2465","NM",2019-02-26,NA,15500,NA
"2466","NM",2019-03-05,NA,60500,NA
"2467","NM",2019-03-12,NA,36275,NA
"2468","NM",2019-03-19,NA,42200,NA
"2469","NM",2019-03-26,NA,100000,NA
"2470","NM",2019-04-02,NA,220000,NA
"2471","NM",2019-04-09,NA,24500,NA
"2472","NM",2019-04-16,NA,17500,NA
"2473","NM",2019-04-23,NA,9100,NA
"2474","NM",2019-04-30,NA,33000,NA
"2475","NM",2019-05-07,NA,4941,NA
"2476","NM",2019-05-14,NA,19500,NA
"2477","NM",2019-05-21,NA,23300,NA
"2478","NM",2019-05-28,NA,18000,NA
"2479","NM",2019-06-04,NA,18000,NA
"2480","NM",2019-06-11,NA,29500,NA
"2481","NM",2019-06-18,NA,44300,NA
